CapBac,CongTy,HanNopCV,ID,KinhNghiem,Link,LoaiHinh,Luong,MoTa,Nganh,PhucLoi,SoLuong,TenCV,TinhThanh,Web,YeuCau
Senior,"
                  VNEXT GLOBAL
                ",2023-07-29,IT_DV_79,3 năm,https://devwork.vn/viec-lam/11505/sales-account-manager,Full-time,15-25 triệu,"Build strong relationships with all current market partners and develop new market partners to achieve Sales Metrics;,
Work with Global Director to forecast sales targets and ensure they are achieved;,
Develop and maintain a robust and target-achieving sales pipeline;,
Monitor and chart current and potential competitors and risks to the business;,
Liaise with and attend industry & trade meetings where appropriate to align with the Global Plan and lead out the Sales Plan;,
Maintain 100% ownership of the accounts assigned to you and full autonomy to drive them home, no micro-management;,
Work with a lean team of go-getters in a fast-paced environment which will accelerate your learning and growth;,
Interact with teams from different domains, including engineering, commercials and get hands-on experience of dealing with team members from different domains;,
Identify prospective clients and mapping the right stakeholders;,
Create a network of influencers in the industry who can help create a network effect and increase our outreach/presence;,
Competition mapping and understanding the key differences between us vs our competitors;,
Stay on top of emerging trends in technology and new business opportunities;,
Be the eyes and ears of the company and share regular feedback of clients/ prospects with the internal team;,
Meet or exceed sales target;,
Work closely with team to generate leads, nurture them and convert them into opportunities;,
Be comfortable in cold calling / emailing to generate leads and interest from prospective clients;,
Conduct high-level conversations with C-level and VP-level Executives;,
Utilise solution-selling and value-selling techniques to effectively guide the sales process;",IT,"Attractive & competitive salary commensurate with experience;,
Total income: 14 months salary/year + project bonus, Tet and holidays bonus…;,
Salary review twice per year depending on performance and work efficiency;,
Total 15 days off: 12 days of annual leave per year, 1 day off with full salary in birthday month and 2 days off for company trip;,
Bonus on employee's birthday;,
Welfare package on holidays (30/4-1/5, 2/9, New year);,
Saturday and Sunday leaves according to current laws;,
Be participated in Social Insurance, Health Insurance, Unemployment Insurance in accordance with current laws and company regulations;,
Personal health care insurance 24/24 (PVI Care) for yourself and 3 relatives in maximum;,
Periodic health check once per year;,
Related IT certificates allowance (through form of bonus, salary increase...);,
Remote working accepted when necessary (approved by line manager);,
Join the Company's Clubs: Football Club, Game Club…;,
Participate in exciting collective activities of the company: Annual Company Trip, Quarterly Teambuilding, Year-end Party, Company’s Birthday Gala Dinner, etc.,
Especially:,
Opportunities to work in a global environment and culture;,
Opportunities to travel overseas;,
Be supported 100% of the cost when participating in soft skills courses and professional training courses, as well as exam preparation for prestigious domestic and foreign certificates;,
Working in a professional environment, be supported to develop ability to the maximum.",1 người,"
                Sales Account Manager
              ","
                Hà Nội
              ",DevWork,"Fluent in spoken and written in English to work directly with the customer;,
Minimum 3 years Sales & Marketing experience in IT Outsourcing industry with minimum 3 years experience in SaaS, lead generation, technology sales;,
Must have a strong network of clients/connections in the digital industry;,
Must have strong verbal skills with consultative professional business acumen;,
Must be detail-oriented, organised & self-motivated;,
Strong collaboration and relationship-building skills;,
Proven record of achieving sales quota throughout;,
Fluently in English (Equivalent to IELTS 6.5);,
Advanced written communication and report writing capability;,
A commitment to customer service, excellent communication skills; ability to build internal and external relationships;,
A results-driven individual that is able to work remotely;,
Able to travel extensively both domestically and internationally."
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-07-26,IT_DV_80,Trên 5 năm,https://devwork.vn/viec-lam/11495/senior-software-engineer-(600-1000-man-nam),Full-time,80-100 triệu,"• Làm việc trực tiếp với Product Owners, Scrum Master và khách hàng để làm rõ các yêu cầu.,
• Hoạt động độc lập để phát triển, cấu hình, coding và test các chương trình có phạm vi và độ phức tạp khác nhau.,
• Trình bày tất cả công việc trong các buổi review thiết kế và review code, đồng thời có thể trình bày rõ ràng các quyết định hỗ trợ đã đưa ra và các hành động đã thực hiện.,
• Support các thành viên khác trong nhóm để giải quyết vấn đề.,
• Cung cấp thông tin đầu vào liên quan đến thiết kế kỹ thuật của các ứng dụng/hệ thống và kiến trúc mới.,
• Góp phần phân tích để thiết lập các cải tiến cho các hệ thống cũ nhằm tăng tính ổn định và tính khả dụng.,
• Góp phần phân tích tính khả thi cho các hệ thống mới.,
• Đóng góp vào việc phát triển các kế hoạch, đưa ra các ước tính, xác định các mốc quan trọng và nêu ra các vấn đề quan trọng như hạn chế kỹ thuật hoặc nhu cầu tài nguyên và đề xuất các giải pháp thay thế.,
• Luôn cập nhật về nhu cầu kinh doanh thay đổi đối với khu vực được hỗ trợ và tác động tiếp theo đối với các ứng dụng.,
• Phản hồi các sự cố của người dùng, bao gồm các sự cố do các member của team IT báo cáo.,
• Làm việc trực tiếp với khách hàng trong việc xác định các yêu cầu ứng dụng mới và giải quyết các vấn đề của dự án, nếu phù hợp.,
• Có thể đại diện cho ban lãnh đạo trong các cuộc họp với khách hàng,
• Lựa chọn các quy trình hoặc phương pháp làm việc phù hợp để giải quyết các thách thức kỹ thuật, phù hợp với các tiêu chuẩn và chính sách phù hợp.,
,
Số vòng phỏng vấn: 1-2 vòng",IT,"- Thử việc 2 tháng hưởng 100% lương và được đóng đầy đủ bảo hiểm theo luật lao động Việt Nam (BHXH, BHYT, BHTN) sau 2 tháng làm việc.,
- Thưởng thâm niên, thưởng lễ, tết, thưởng lương tháng 13,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: Liên hoan tháng, quý, teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội triển khai các dự án tham vọng ở nhiều quốc gia, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ trung, sôi động, hiện đại và đa văn hóa. Các hoạt động truyền thông, sự kiện vào các dịp lễ diễn ra thường xuyên.,
- Được quyền tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.",3 người,"
                Senior Software Engineer (600 - 1000 Man/ Năm)
              ","
                Tokyo
              ",DevWork,"• Cử nhân Khoa học Máy tính hoặc các lĩnh vực liên quan, hoặc kinh nghiệm tương đương,
• Từ 5 năm kinh nghiệm liên quan,
• Có kinh nghiệm với các ngôn ngữ sau: Python, Postgres SQL, Java, Node.js, React JS, Go, Scala, Javascript/Typescript, VueJS, Oracle RDS,
• Có kiến thức làm việc vững chắc về các ngôn ngữ lập trình, công cụ và công nghệ có liên quan cho lĩnh vực được hỗ trợ.,
• Hiểu rõ về vòng đời phát triển phần mềm (SDLC).,
• Tiếng nhật N2 và Tiếng Anh giao tiếp tốt (Trong trường hợp không có tiếng anh, yêu cầu tiếng Nhật N1),
,
*Ưu tiên*,
Có kinh ngiệm về AWS là lợi thế"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-07-26,IT_DV_81,3 năm,https://devwork.vn/viec-lam/11497/full-stack-engineer-tokyo-(500-800-man-nam),Full-time,80-100 triệu,"Tham gia vào các giai đoạn thiết kế, phát triển và thử nghiệm để phát triển hệ thống trong việc số hóa các hệ thống hiện có và giới thiệu các dịch vụ mới.,
• Cải tiến chức năng, thiết kế và phát triển chức năng mới với sự cộng tác của nhóm POD (scrum master, nhà thiết kế, kiến ​​trúc sư, v.v.)",IT,"•  Thử việc 2 tháng hưởng 100% lương và được đóng đầy đủ bảo hiểm theo luật lao động Việt Nam (BHXH, BHYT, BHTN) sau 2 tháng làm việc.,
- Lương: 500-800Man,
- Thưởng thâm niên, thưởng lễ, tết, thưởng lương tháng 13,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: Liên hoan tháng, quý, teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội triển khai các dự án tham vọng ở nhiều quốc gia, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ trung, sôi động, hiện đại và đa văn hóa. Các hoạt động truyền thông, sự kiện vào các dịp lễ diễn ra thường xuyên.,
- Được quyền tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.",3 người,"
                Full Stack Engineer /Tokyo (500 - 800 Man/ Năm)
              ","
                Tokyo
              ",DevWork,"Có từ 3 năm kinh nghiệm phát triển ứng dụng web với tư cách là kỹ sư full-stack với các ngôn ngữ sau: NodeJS, React, HTML, CSS, JavaScript, JQuery,
• Có kinh nghiệm trong các dự án phát triển bằng mô hình Agile,
• Có hiểu biết và có kinh nghiệm với các công cụ và thực hành DevOps,
• Có hiểu biết về khái niệm của Git và kinh nghiệm sử dụng các công cụ (GitHub, Bitbucket, Gitlab, v.v.),
• Có kiến thức chuyên môn trong nhiều lĩnh vực kỹ thuật sau đây,
• Yêu thích công nghệ số, khả năng tự khám phá,
• Kỹ năng giao tiếp song ngữ(Anh-Nhật) tốt (bao gồm cả giao tiếp với những người không phải là kỹ sư). Tiếng Nhật tương đương N2,
(Trong trường hợp không có tiếng Anh thì yêu cầu tiếng Nhật N1),
• Có kinh nghiệm phát triển đám mây (khả năng mở rộng, hiệu suất, khả năng hoạt động, bảo mật, v.v.),
• Có kinh nghiệm làm tech lead,
• Có kiến thức về tư duy thiết kế,
,
*Ưu tiên*,
• Có kiến thức hoặc kinh nghiệm về AWS là một lợi thế,
• Có kinh nghiệm Java là một lợi thế,
• Có chứng chỉ SAFe cho Teams là một lợi thế,
• Có chứng chỉ SAFe DevOps là một lợi thế"
Senior,"
                  CÔNG TY TNHH CÔNG NGHỆ ASILLA VIỆT NAM
                ",2023-07-27,IT_DV_82,3 năm,https://devwork.vn/viec-lam/11501/data-scientist,Full-time,30-50 triệu,"We are participating in the Asilla Product team and helping to build AI projects based on analysis. Our product is being used by many customers and getting big logs and data. Based on these data we need to find the risk & issue and propose the solution to the product team.,
Specifically:,
Analyze issues and risks from the current product and quantify it,
Analyze the data from a variety of perspectives,
Give some ideas based on the analysis to improve the accuracy of the product,
Report the analysis with an understandable slide",IT,"Competitive salary: upto $2500,
,
14 months' salary a year,
,
Opportunity to receive Stock Option.,
,
To fully participate in the regimes prescribed by the State such as social insurance, health insurance, unemployment insurance, and annual leave.,
,
Be trained and work directly with experienced experts in the field of AI.,
,
Have the opportunity to do challenging things, develop your full potential,
,
Participate in team building sessions, have fun monthly with the Company;,
,
Enjoy full benefits (Happiness, birthday...);,
,
Young, comfortable working environment, dynamic startup spirit.",1 người,"
                Data scientist
              ","
                Hà Nội
              ",DevWork,"University degree in Computer Science, Data Science, IT, or equivalent,
At least 3 years of experience working as a Data Scientist or AI engineer position ,
Having a strong background in statistics (At least confident in mathematics),
Proficient with frameworks: Pytorch, TensorFlow,
Having good knowledge and experience about MLOps,
Having a good knowledge of visualization, capable of using BI tools is a plus,
Proficient in Python, C/C++ programming languages,
Good logical & critical thinking skills, hard-working and responsible at work.,
Effective communication skills."
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-20,IT_DV_83,3 năm,https://devwork.vn/viec-lam/11915/ror-developer-(onsitehybrid-trung-kinh)_la,Full-time,20-25 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận,
HĐ CTV",IT,"- Không thử việc, hưởng 100% lương chính thức.,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                RoR Developer (Onsite/Hybrid Trung Kính)_LA
              ","
                Hà Nội
              ",DevWork,"- Có 3 năm kinh nghiệm  làm việc trở lên với Framework Ruby on Rails (3 năm liên tục gần nhất),
- Ưu tiên ứng viên có kinh nghiệm hoặc hiểu biết về Domain Driven Development trong Ruby on Rails,
- Có kỹ năng phát triển frontend với HTML, CSS, JavaScript,
- Chú trọng performance & refactoring khi viết code. Có hiểu biết về Solid, clean code.,
- Có khả năng cross review code các member khác trong team,
- Khả năng tư duy tốt, chủ động trong công việc, có tinh thần trách nhiệm cao để hoàn thành công việc được giao. Có ý thức báo cáo liên lạc, trao đổi đầy đủ khi có các vấn đề phát sinh trong công việc.,
- Ưu tiên các ứng viên có kinh nghiệm phát triển các dự án thương mại điện tử,
- Ưu tiên các ứng viên có kinh nghiệm làm việc với dự án khách hàng Nhật."
Fresher,"
                  Devwork
                ",2023-12-16,IT_DV_84,Dưới 1 năm,https://devwork.vn/viec-lam/11912/fresher-php,Full-time,10-15 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận",IT,"- Xét năng lực tăng lương sau 3 - 6 tháng.,
- Trợ cấp ăn trưa, trợ cấp đi lại, máy tính.,
- Lương tháng 13, các khoản thưởng lễ Tết.,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                Fresher PHP
              ","
                Hà Nội
              ",DevWork,"- Có kinh nghiệm với PHP từ 6 tháng- 1 năm,
- Thành thạo HTML, CSS, Bootstrap. Biết cắt giao diện responsive với media query, framework frontend ...,
- Định hướng phát triển Web Developer sử dụng ngôn ngữ lập trình PHP Laravel ...,
- Ưu tiên các bạn có kiến thức về PHP Laravel, vuejs, reactjs, ...,
- Ưu tiên các bạn đã làm Project (kèm theo link Github),
- Chăm chỉ, chịu khó, có tinh thần chủ động học hỏi, không ngại khó ngại khổ.,
- Tư duy logic, sẵn sàng học thêm một ngôn ngữ (lập trình) mới.,
- Đam mê lập trình, chăm chỉ, hòa đồng. Sẵn sàng tìm hiểu và học hỏi cái mới, trách nhiệm với công việc."
Internship,"
                  Devwork Vn
                ",2023-12-16,IT_DV_85,Chưa có kinh nghiệm,https://devwork.vn/viec-lam/11911/tts-java,Full-time,Dưới 7 triệu,"- Tham gia phân tích thiết kế và xây dựng các dự án, ý tưởng khởi nghiệp trong lĩnh vực nghề nghiệp.,
- Tham gia xây dựng các sản phẩm global cho các thị trường Mỹ, Anh, Canada, ...,
- Được training-on-job, đào tạo những kỹ năng cần thiết, chuyên môn dưới sự hướng dẫn của các chuyên gia tại VNP.,
- Có cơ hội trở thành nhân viên chính thức sau khóa thực tập.",IT,"# Về lương thưởng:,
- Được hưởng trợ cấp từ 2 - 5 triệu/tháng.,
- Xét năng lực tăng lương sau 3 - 6 tháng.,
- Trợ cấp ăn trưa, trợ cấp đi lại, máy tính.,
- Lương tháng 13, các khoản thưởng lễ Tết.,
,
# Về cơ hội phát triển:,
- Được học hỏi về cách làm dự án từ lập kế hoạch đến thực thi: phân tích - lập kế hoạch - Quản trị dự án,
- Được học hỏi kinh nghiệm từ kiến thức chuyên môn, đời sống, kinh nghiệm từ các thành viên đi trước.,
- Có cơ hội học tập và làm việc trong môi trường thực tế, chuyên nghiệp, năng động, trưởng dự án dày dặn kinh nghiệm, tâm lý, nghiệp vụ tốt để học hỏi trở thành Fullstack developer.,
- Được đào tạo kiến thức chuyên môn và đầy đủ kỹ năng để làm việc sau mỗi khóa đào tạo.,
- Có cơ hội trở thành nhân viên chính thức với quyền lợi đãi ngộ tương xứng với năng lực và kết quả hoàn thành công việc.,
- Được tham gia xây dựng các ứng dụng, website cho dự án startup đáp ứng cho các thị trường việt nam và quốc tế,
- Mọi góp ý về giải pháp, công nghệ đều được xem xét và áp dụng nếu khả thi.",1 người,"
                TTS Java
              ","
                Hà Nội
              ",DevWork,"- Đang sinh viên hoặc mới ra trường ngành CNTT các trường Bách Khoa, ĐH Công nghệ, ĐH Thủy Lợi,.....,
- Thành thạo HTML, CSS, Bootstrap. Biết cắt giao diện responsive với media query, framework frontend ...,
- Định hướng phát triển Web Developer sử dụng ngôn ngữ lập trình Java...,
- Ưu tiên các bạn có kiến thức về Java ...,
- Ưu tiên các bạn đã làm Project (kèm theo link Github),
- Chăm chỉ, chịu khó, có tinh thần chủ động học hỏi, không ngại khó ngại khổ.,
- Tư duy logic, sẵn sàng học thêm một ngôn ngữ (lập trình) mới.,
- Đam mê lập trình, chăm chỉ, hòa đồng. Sẵn sàng tìm hiểu và học hỏi cái mới, trách nhiệm với công việc."
Senior,"
                  CÔNG TY TNHH HỆ THỐNG QUY
                ",2023-12-13,IT_DV_86,3 năm,https://devwork.vn/viec-lam/11902/sale-engineer,Full-time,20-30 triệu,"- Phần mềm & giải pháp tích hợp tự động hóa, chuyển đổi số; ,
- Hỗ trợ kỹ thuật & Tư vấn giải pháp; ,
- Các khóa Đào tạo sản phẩm & vận hành.",IT,"- Làm việc với Công ty Q Systems, là cty đã Hoạt động Kinh doanh ổn định trong hơn 25 năm qua và là Nhà Phân phối Ủy quyền DUY NHẤT của Hãng AVEVA tại thị trường Việt Nam.,
- Đã có database khách hàng rộng trong hầu hết các ngành Công nghiệp và có nhu cầu phát triển mở rộng thêm,
- Môi trường làm việc tốt, đứng đắn và chuyên nghiệp. Hợp đồng làm việc lâu dài. Có cơ hội thường xuyên tiếp xúc với công nghệ tiên tiến nhất, trau dồi và phát triển kiến thức cá nhân, cùng kinh nghiệm làm việc với các đối tác, khách hàng uy tín trên các lĩnh vực ngành nghề đa dạng.,
- Tham gia các khoá đào tạo trong & ngoài nước. Môi trường làm việc chủ động với các công ty khách hàng lớn trong và ngoài nước và các dự án công nghiệp. ,
- Các chế độ chính sách Bảo hiểm  theo quy định của Nhà Nước. Lương tháng 13. Trích thưởng theo doanh số bán hàng + mức lương cứng. ,
- Mức lương: 20-30 triệu + thưởng",1 người,"
                Sale Engineer
              ","
                Hồ Chí Minh
              ",DevWork,"- Tốt nghiệp chuyên ngành Điện/Điều khiển Tự động hóa; IT, kỹ sư khoa học/máy tính tại các trường Đại học, .,
- Có ít nhất từ 3 năm kinh nghiệm trở lên,
- Ưu tiên: hiểu thị trường sản xuất & dịch vụ công nghiêp tự đông hóa. tối ưu hóa, chuyển đổi số. Có kiến thức về kết nối các thiết bị ngoại vi TĐH, CNTT/IT, SCADA, DCS, process automation. Có kinh nghiệm trong thị trường làm việc với các nhóm khách hàng sản xuất và dịch vụ tự động hóa.,
- Sử dụng khá tiếng Anh, đoc hiểu tài liệu chuyên ngành, trao đổi thông tin, báo cáo, tham gia các khóa đào tạo, các buổi họp….với chuyên gia nước ngoài. ,
- Có khả năng làm việc độc lập, chủ động và sẵn sàng tiếp xúc đối tác, khách hàng để giới thiệu các giải pháp AVEVA, xúc tiến bán hàng. ,
- Công việc: Phát triển mở rộng đối tác, khách hàng. Hỗ trợ, Quản lý dự án và chăm sóc đối tác, khách hàng."
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-15,IT_DV_87,3 năm,https://devwork.vn/viec-lam/11909/devops-engineer-(onsite-hoang-quoc-viet)-hcn,Full-time,20-25 triệu,"- Tham gia phát triển hệ thống High availability, High peformance, High scalebility và có thể maintain, dựng CI/CD, tư vấn về mô hình, nắm rõ docker, k8s.,
- Triển khai các giải pháp CI/CD để tối ưu hóa quá trình triển khai hệ thống.,
- Làm việc với cloud AWS.,
- Tham gia dự án quản lý nội bộ và hành khách hàng không.,
- Thông tin chi tiết sẽ trao đổi thêm khi phỏng vấn.",IT,"- Không thử việc, hưởng 100% lương chính thức. ,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",2 người,"
                DevOps Engineer (onsite Hoàng Quốc Việt) - HCN
              ","
                Hà Nội
              ",DevWork,"- Ít nhất 3 năm kinh nghiệm liên quan trong Kỹ sư DevOps.,
- Có kinh nghiệm với tự động hóa đám mây bằng Azure DevOps, Azure Functions; kiến thức cơ bản về lập trình và phát triển phần mềm.,
- Có kiến thức vững chắc về thiết kế CI/CD, Docker container, Kubernates, K8s.,
- Quen thuộc với SCRUM, quy trình DevOps.,
- Quen thuộc với các công nghệ đám mây dựa trên Azure (IaaS, PaaS, AAD).,
- Phỏng vấn 1 vòng."
Senior,"
                  Công ty TNHH phần mềm NK
                ",2023-12-10,IT_DV_88,3 năm,https://devwork.vn/viec-lam/11900/senior-sales-it,Full-time,20-40 triệu,"Prospecting: Being an active hunter to aggressively find business opportunities through Email prospecting, LinkedIn approaching, Cold Calling, Customer Referral, Networks, Events, etc.,
Qualifying: Being sharp and smart to question the prospect and convert them to a sales qualified lead.,
Presentation: Presenting the proposal to the prospect.,
Closing: Using closing techniques to get the prospect on board to officially become a customer.,
Customer Success: Accompanying the customer to transform them to be Key/ Loyal Customers.,
Work directly with CEO",IT,"Full salary during probation ( not have probation period),
Salary range: 20 - 40M VND + commision,
Salary review yearly.,
Earn unlimited income from your sales achievement.,
Become a C-Level Executives.,
Have chances to stand in the Board Of Directors and receive Employee Stock Ownership Plan.,
Receive social insurance according to Vietnamese Government regulations.,
Working in a young and professional environment. Direct contact with English-speaking foreign clients.,
Friendly & Open working environment (daily tea break, weekly sports time, monthly outdoor activity, annual holiday).,
Working hours: 5 days/week (Monday to Friday).",2 người,"
                Senior Sales IT
              ","
                Hà Nội
              ",DevWork,"The ideal candidate will demonstrate the following skill set:,
	Essential:,
	* Smart, aggressive, ambitious to conquer new challenges (Hungry to earn money).,
	* Excellent presentation & communication skills (ice-breaking, storytelling, and conversation maintenance).,
	* Good negotiation, good listening & questioning skills, time management, and problem-solving skills.,
	* Fluent in both spoken and written English (Advanced level) ( International Background is preferable).,
	* Hard-working and self-accountable.,
	Desirable (Good to have):,
		* Bachelor’s degree or equivalent years of experience in a related position.,
		* Experience working/living in cross-culture, international environments.,
		* Background in the IT industry.,
LAST BUT NOT LEAST, we also accept the candidates at Junior/Middle level."
Internship,"
                  Hatonet
                ",2023-12-07,IT_DV_89,Dưới 1 năm,https://devwork.vn/viec-lam/11894/thuc-tap-sinh-sales-thi-truong-nhat-ban,Full-time,Dưới 7 triệu,"1.	Tìm kiếm data khách hàng qua các nền tảng được cung cấp,
2.	Tham gia vào các chiến dịch Marketing, Seo cho thị trường Nhật Bản,
3.	Hỗ trợ HR gửi mail, phỏng vấn ứng viên bằng tiếng Nhật,
4.	Hỗ trợ trao đổi và đặt lịch phỏng vấn cho ứng viên và khách hàng ,
5.	Hỗ trợ ứng viên trước và trong quá trình phỏng vấn Báo cáo lại tình hình công việc ,
6.	Đề xuất các ý tưởng để cải tiến và nâng cao năng suất công việc,
7.	Tham gia vào các sự kiện, event kết nối doanh nghiệp Nhật Bản để tìm kiếm khách hàng",IT,"1.	Lương cứng: Upto 5.000.000 VNĐ,
2.	Được hưởng % doanh thu bán hàng ,
3.	Được xét tăng lương định kỳ hàng năm theo năng lực và kết quả công việc,
4.	Được tham gia các loại bảo hiểm theo quy định của pháp luật (BHXH, BHYT, BHTN) theo quy định của công ty,
5.	Được tham gia các hoạt động ngoài giờ của công ty,
6.	Quyền lợi đặc biệt: Có cơ hội lên làm Sales chính thức",1 người,"
                THỰC TẬP SINH SALES THỊ TRƯỜNG NHẬT BẢN
              ","
                Hà Nội
              ",DevWork,"1.	Tiếng nhật: N3+,
2.	Sử dụng thành thạo vi tính văn phòng, các phần mềm liên quan đến công việc, làm việc độc lập.,
3.	Có tinh thần trách nhiệm, ham học hỏi, cầu tiến"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-13,IT_DV_90,3 năm,https://devwork.vn/viec-lam/11901/fullstack-(nodejs-vuejs)-onsite-tan-binh,Full-time,20-25 triệu,"- In-charge Full-stack Engineer position with NodeJS & VueJS & AWS,
- Have experience working in Agile/Scrum process.,
- Clarify requirement and programming.,
- Doing unit test (JEST) to ensure it runs correctly with design documents.,
- Monitoring and improving front-end performance.",IT,"- No probation required, official job has 100% salary,
- Onsite Allowance 100k/day,
- Opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to carry out ambitious projects in many countries, follow the latest technologies and learn from great colleagues.,
- Work in a young, dynamic, modern and multicultural environment; Communication activities and events take place regularly during holidays.,
- Promotion basis based on capacity with corresponding increase in rank and salary.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills...) and Japanese language classes.,
- And many other attractive benefits...",1 người,"
                Fullstack (NodeJS, VueJS) onsite Tân Bình
              ","
                Hồ Chí Minh
              ",DevWork,"- B.S. in Computer Science, or equivalent,
- [Must]More than 3 years working experience as a Developer with Node.JS(Nest.js, Next.js, Express etc.) & Vue.js/ ReactJS,
- [Optional] AWS (especially Serverless knowledge & experience),
- Ability to research and access new technologies quickly.,
- Basic communication skill in verbal and written English,
- Can work both independently and teamwork effect."
